date,year,month,month_name,weekday,hour
2024-04-23,2024,4,April,Tuesday,20
2024-07-06,2024,7,July,Saturday,0
2024-04-19,2024,4,April,Friday,17
2024-05-10,2024,5,May,Friday,19
2024-01-17,2024,1,January,Wednesday,23
2024-11-26,2024,11,November,Tuesday,8
2024-09-17,2024,9,September,Tuesday,18
2024-01-26,2024,1,January,Friday,7
2024-05-09,2024,5,May,Thursday,9
2024-10-09,2024,10,October,Wednesday,8
2024-11-12,2024,11,November,Tuesday,23
2024-04-07,2024,4,April,Sunday,22
2024-05-26,2024,5,May,Sunday,18
2024-10-25,2024,10,October,Friday,0
2024-11-19,2024,11,November,Tuesday,15
2024-03-21,2024,3,March,Thursday,2
2024-04-01,2024,4,April,Monday,7
2024-11-13,2024,11,November,Wednesday,11
2024-04-26,2024,4,April,Friday,12
2024-11-15,2024,11,November,Friday,8
2024-01-16,2024,1,January,Tuesday,19
2024-01-22,2024,1,January,Monday,20
2024-04-21,2024,4,April,Sunday,12
2024-03-06,2024,3,March,Wednesday,23
2024-06-18,2024,6,June,Tuesday,1
2024-05-14,2024,5,May,Tuesday,16
2024-06-13,2024,6,June,Thursday,18
2024-07-18,2024,7,July,Thursday,20
2024-09-03,2024,9,September,Tuesday,10
2024-05-04,2024,5,May,Saturday,10
2024-07-30,2024,7,July,Tuesday,22
2024-03-07,2024,3,March,Thursday,4
2024-09-25,2024,9,September,Wednesday,7
2024-07-16,2024,7,July,Tuesday,14
2024-07-24,2024,7,July,Wednesday,14
2024-05-15,2024,5,May,Wednesday,7
2024-08-09,2024,8,August,Friday,12
2024-02-07,2024,2,February,Wednesday,22
2024-09-11,2024,9,September,Wednesday,6
2024-02-06,2024,2,February,Tuesday,7
2024-10-11,2024,10,October,Friday,0
2024-01-07,2024,1,January,Sunday,17
2024-09-26,2024,9,September,Thursday,0
2024-10-26,2024,10,October,Saturday,21
2024-09-03,2024,9,September,Tuesday,8
2024-04-02,2024,4,April,Tuesday,1
2024-03-29,2024,3,March,Friday,2
2024-08-28,2024,8,August,Wednesday,3
2024-01-04,2024,1,January,Thursday,4
2024-07-30,2024,7,July,Tuesday,0
2024-02-02,2024,2,February,Friday,1
2024-10-29,2024,10,October,Tuesday,10
2024-06-20,2024,6,June,Thursday,18
2024-06-27,2024,6,June,Thursday,12
2024-03-07,2024,3,March,Thursday,9
2024-09-25,2024,9,September,Wednesday,22
2024-01-15,2024,1,January,Monday,17
2024-03-31,2024,3,March,Sunday,9
2024-08-19,2024,8,August,Monday,22
2024-05-15,2024,5,May,Wednesday,4
2024-02-15,2024,2,February,Thursday,0
2024-01-12,2024,1,January,Friday,15
2024-08-27,2024,8,August,Tuesday,1
2024-12-24,2024,12,December,Tuesday,19
2024-02-03,2024,2,February,Saturday,1
2024-08-20,2024,8,August,Tuesday,19
2024-05-29,2024,5,May,Wednesday,9
2024-10-27,2024,10,October,Sunday,7
2024-06-24,2024,6,June,Monday,5
2024-05-05,2024,5,May,Sunday,13
2024-11-07,2024,11,November,Thursday,13
2024-03-12,2024,3,March,Tuesday,1
2024-01-17,2024,1,January,Wednesday,20
2024-09-05,2024,9,September,Thursday,21
2024-05-01,2024,5,May,Wednesday,19
2024-03-11,2024,3,March,Monday,15
2024-01-28,2024,1,January,Sunday,18
2024-07-17,2024,7,July,Wednesday,3
2024-06-15,2024,6,June,Saturday,1
2024-07-30,2024,7,July,Tuesday,21
2024-02-01,2024,2,February,Thursday,18
2024-05-27,2024,5,May,Monday,21
2024-07-05,2024,7,July,Friday,21
2024-03-04,2024,3,March,Monday,5
2024-07-07,2024,7,July,Sunday,4
2024-07-05,2024,7,July,Friday,12
2024-04-05,2024,4,April,Friday,4
2024-07-31,2024,7,July,Wednesday,18
2024-09-14,2024,9,September,Saturday,15
2024-12-15,2024,12,December,Sunday,8
2024-01-13,2024,1,January,Saturday,3
2024-01-23,2024,1,January,Tuesday,5
2024-08-09,2024,8,August,Friday,8
2024-12-01,2024,12,December,Sunday,2
2024-08-19,2024,8,August,Monday,15
2024-12-24,2024,12,December,Tuesday,3
2024-05-20,2024,5,May,Monday,1
2024-05-02,2024,5,May,Thursday,16
2024-10-18,2024,10,October,Friday,22
2024-05-22,2024,5,May,Wednesday,0
2024-05-17,2024,5,May,Friday,21
2024-01-27,2024,1,January,Saturday,8
2024-06-17,2024,6,June,Monday,11
2024-07-09,2024,7,July,Tuesday,16
2024-11-22,2024,11,November,Friday,17
2024-01-23,2024,1,January,Tuesday,1
2024-05-31,2024,5,May,Friday,21
2024-11-13,2024,11,November,Wednesday,15
2024-01-04,2024,1,January,Thursday,22
2024-03-19,2024,3,March,Tuesday,5
2024-05-02,2024,5,May,Thursday,5
2024-03-15,2024,3,March,Friday,9
2024-08-30,2024,8,August,Friday,2
2024-08-11,2024,8,August,Sunday,20
2024-09-24,2024,9,September,Tuesday,3
2024-10-21,2024,10,October,Monday,8
2024-01-17,2024,1,January,Wednesday,5
2024-10-20,2024,10,October,Sunday,0
2024-06-10,2024,6,June,Monday,3
2024-10-03,2024,10,October,Thursday,10
2024-07-10,2024,7,July,Wednesday,13
2024-12-18,2024,12,December,Wednesday,20
2024-09-12,2024,9,September,Thursday,1
2024-06-30,2024,6,June,Sunday,5
2024-07-07,2024,7,July,Sunday,0
2024-04-03,2024,4,April,Wednesday,16
2024-08-11,2024,8,August,Sunday,0
2024-04-10,2024,4,April,Wednesday,4
2024-09-08,2024,9,September,Sunday,18
2024-04-13,2024,4,April,Saturday,23
2024-09-28,2024,9,September,Saturday,22
2024-08-01,2024,8,August,Thursday,23
2024-05-24,2024,5,May,Friday,18
2024-06-06,2024,6,June,Thursday,7
2024-02-11,2024,2,February,Sunday,22
2024-10-22,2024,10,October,Tuesday,3
2024-10-11,2024,10,October,Friday,17
2024-04-28,2024,4,April,Sunday,8
2024-08-19,2024,8,August,Monday,8
2024-12-08,2024,12,December,Sunday,10
2024-07-10,2024,7,July,Wednesday,16
2024-08-23,2024,8,August,Friday,0
2024-05-19,2024,5,May,Sunday,9
2024-12-17,2024,12,December,Tuesday,5
2024-03-04,2024,3,March,Monday,8
2024-06-23,2024,6,June,Sunday,9
2024-01-27,2024,1,January,Saturday,16
2024-12-22,2024,12,December,Sunday,11
2024-10-19,2024,10,October,Saturday,21
2024-07-04,2024,7,July,Thursday,14
2024-03-24,2024,3,March,Sunday,1
2024-11-03,2024,11,November,Sunday,4
2024-05-19,2024,5,May,Sunday,23
2024-02-18,2024,2,February,Sunday,3
2024-04-30,2024,4,April,Tuesday,10
2024-05-08,2024,5,May,Wednesday,14
2024-05-09,2024,5,May,Thursday,5
2024-04-11,2024,4,April,Thursday,23
2024-08-28,2024,8,August,Wednesday,11
2024-05-29,2024,5,May,Wednesday,1
2024-11-02,2024,11,November,Saturday,17
2024-02-03,2024,2,February,Saturday,15
2024-10-22,2024,10,October,Tuesday,6
2024-01-21,2024,1,January,Sunday,9
2024-12-28,2024,12,December,Saturday,17
2024-10-12,2024,10,October,Saturday,20
2024-10-23,2024,10,October,Wednesday,13
2024-02-19,2024,2,February,Monday,21
2024-09-11,2024,9,September,Wednesday,11
2024-12-25,2024,12,December,Wednesday,17
2024-12-13,2024,12,December,Friday,6
2024-11-14,2024,11,November,Thursday,23
2024-03-12,2024,3,March,Tuesday,4
2024-02-06,2024,2,February,Tuesday,3
2024-09-29,2024,9,September,Sunday,3
2024-03-07,2024,3,March,Thursday,2
2024-11-06,2024,11,November,Wednesday,20
2024-02-03,2024,2,February,Saturday,0
2024-01-25,2024,1,January,Thursday,17
2024-09-11,2024,9,September,Wednesday,20
2024-10-23,2024,10,October,Wednesday,23
2024-06-12,2024,6,June,Wednesday,18
2024-05-08,2024,5,May,Wednesday,1
2024-11-21,2024,11,November,Thursday,2
2024-11-12,2024,11,November,Tuesday,11
2024-09-08,2024,9,September,Sunday,19
2024-07-28,2024,7,July,Sunday,17
2024-09-11,2024,9,September,Wednesday,2
2024-01-08,2024,1,January,Monday,8
2024-05-05,2024,5,May,Sunday,4
2024-12-13,2024,12,December,Friday,2
2024-11-15,2024,11,November,Friday,21
2024-05-24,2024,5,May,Friday,19
2024-05-06,2024,5,May,Monday,3
2024-10-31,2024,10,October,Thursday,2
2024-07-14,2024,7,July,Sunday,17
2024-03-06,2024,3,March,Wednesday,6
2024-07-06,2024,7,July,Saturday,7
2024-12-08,2024,12,December,Sunday,22
2024-06-10,2024,6,June,Monday,7
2024-03-09,2024,3,March,Saturday,7
2024-11-17,2024,11,November,Sunday,12
2024-03-08,2024,3,March,Friday,13
2024-05-15,2024,5,May,Wednesday,21
2024-03-10,2024,3,March,Sunday,14
2024-10-30,2024,10,October,Wednesday,8
2024-05-10,2024,5,May,Friday,0
2024-08-10,2024,8,August,Saturday,2
2024-03-14,2024,3,March,Thursday,14
2024-01-30,2024,1,January,Tuesday,7
2024-11-01,2024,11,November,Friday,18
2024-05-27,2024,5,May,Monday,23
2024-04-19,2024,4,April,Friday,21
2024-12-29,2024,12,December,Sunday,1
2024-10-09,2024,10,October,Wednesday,13
2024-09-29,2024,9,September,Sunday,21
2024-09-26,2024,9,September,Thursday,4
2024-04-20,2024,4,April,Saturday,22
2024-09-07,2024,9,September,Saturday,16
2024-10-18,2024,10,October,Friday,13
2024-05-20,2024,5,May,Monday,3
2024-07-10,2024,7,July,Wednesday,22
2024-06-26,2024,6,June,Wednesday,6
2024-11-13,2024,11,November,Wednesday,22
2024-03-27,2024,3,March,Wednesday,10
2024-09-05,2024,9,September,Thursday,11
2024-05-31,2024,5,May,Friday,22
2024-08-07,2024,8,August,Wednesday,12
2024-10-10,2024,10,October,Thursday,9
2024-07-16,2024,7,July,Tuesday,9
2024-07-12,2024,7,July,Friday,16
2024-12-22,2024,12,December,Sunday,13
2024-06-11,2024,6,June,Tuesday,7
2024-07-01,2024,7,July,Monday,21
2024-01-21,2024,1,January,Sunday,17
2024-04-16,2024,4,April,Tuesday,12
2024-01-14,2024,1,January,Sunday,20
2024-04-02,2024,4,April,Tuesday,12
2024-05-05,2024,5,May,Sunday,23
2024-12-13,2024,12,December,Friday,21
2024-01-13,2024,1,January,Saturday,18
2024-10-29,2024,10,October,Tuesday,2
2024-06-03,2024,6,June,Monday,0
2024-09-12,2024,9,September,Thursday,11
2024-04-22,2024,4,April,Monday,20
2024-08-24,2024,8,August,Saturday,4
2024-09-04,2024,9,September,Wednesday,2
2024-10-07,2024,10,October,Monday,21
2024-12-07,2024,12,December,Saturday,16
2024-01-24,2024,1,January,Wednesday,20
2024-06-13,2024,6,June,Thursday,6
2024-09-06,2024,9,September,Friday,5
2024-05-21,2024,5,May,Tuesday,1
2024-02-14,2024,2,February,Wednesday,9
2024-02-10,2024,2,February,Saturday,3
2024-09-24,2024,9,September,Tuesday,18
2024-11-07,2024,11,November,Thursday,16
2024-10-06,2024,10,October,Sunday,7
2024-10-02,2024,10,October,Wednesday,15
2024-03-03,2024,3,March,Sunday,21
2024-01-25,2024,1,January,Thursday,3
2024-03-06,2024,3,March,Wednesday,4
2024-05-18,2024,5,May,Saturday,15
2024-05-21,2024,5,May,Tuesday,0
2024-05-20,2024,5,May,Monday,5
2024-11-03,2024,11,November,Sunday,7
2024-01-13,2024,1,January,Saturday,5
2024-12-08,2024,12,December,Sunday,20
2024-06-13,2024,6,June,Thursday,11
2024-02-05,2024,2,February,Monday,12
2024-04-06,2024,4,April,Saturday,7
2024-11-30,2024,11,November,Saturday,11
2024-05-28,2024,5,May,Tuesday,9
2024-08-24,2024,8,August,Saturday,18
2024-04-21,2024,4,April,Sunday,6
2024-03-12,2024,3,March,Tuesday,12
2024-07-30,2024,7,July,Tuesday,4
2024-04-20,2024,4,April,Saturday,8
2024-02-03,2024,2,February,Saturday,12
2024-02-04,2024,2,February,Sunday,18
2024-10-15,2024,10,October,Tuesday,5
2024-04-11,2024,4,April,Thursday,16
2024-01-17,2024,1,January,Wednesday,3
2024-12-12,2024,12,December,Thursday,23
2024-12-02,2024,12,December,Monday,10
2024-09-22,2024,9,September,Sunday,14
2024-11-20,2024,11,November,Wednesday,15
2024-08-08,2024,8,August,Thursday,15
2024-07-12,2024,7,July,Friday,18
2024-11-14,2024,11,November,Thursday,13
2024-10-14,2024,10,October,Monday,19
2024-04-20,2024,4,April,Saturday,3
2024-04-09,2024,4,April,Tuesday,8
2024-01-04,2024,1,January,Thursday,0
2024-04-18,2024,4,April,Thursday,6
2024-02-28,2024,2,February,Wednesday,13
2024-12-19,2024,12,December,Thursday,20
2024-12-02,2024,12,December,Monday,18
2024-02-27,2024,2,February,Tuesday,13
2024-04-29,2024,4,April,Monday,5
2024-03-24,2024,3,March,Sunday,3
2024-08-27,2024,8,August,Tuesday,19
2024-03-27,2024,3,March,Wednesday,15
2024-06-22,2024,6,June,Saturday,7
2024-02-01,2024,2,February,Thursday,12
2024-04-26,2024,4,April,Friday,0
2024-10-16,2024,10,October,Wednesday,0
2024-05-10,2024,5,May,Friday,1
2024-04-09,2024,4,April,Tuesday,22
2024-05-20,2024,5,May,Monday,12
2024-05-17,2024,5,May,Friday,20
2024-06-05,2024,6,June,Wednesday,16
2024-03-30,2024,3,March,Saturday,16
2024-11-17,2024,11,November,Sunday,0
2024-04-29,2024,4,April,Monday,11
2024-12-04,2024,12,December,Wednesday,16
2024-03-09,2024,3,March,Saturday,3
2024-03-01,2024,3,March,Friday,23
2024-11-16,2024,11,November,Saturday,10
2024-09-08,2024,9,September,Sunday,23
2024-05-09,2024,5,May,Thursday,16
2024-03-01,2024,3,March,Friday,13
2024-05-13,2024,5,May,Monday,11
2024-05-02,2024,5,May,Thursday,17
2024-02-06,2024,2,February,Tuesday,9
2024-09-08,2024,9,September,Sunday,21
2024-04-26,2024,4,April,Friday,23
2024-04-24,2024,4,April,Wednesday,17
2024-12-26,2024,12,December,Thursday,11
2024-09-07,2024,9,September,Saturday,22
2024-09-30,2024,9,September,Monday,7
2024-12-10,2024,12,December,Tuesday,19
2024-03-28,2024,3,March,Thursday,3
2024-10-09,2024,10,October,Wednesday,10
2024-03-21,2024,3,March,Thursday,17
2024-03-23,2024,3,March,Saturday,7
2024-12-11,2024,12,December,Wednesday,22
2024-04-06,2024,4,April,Saturday,23
2024-07-15,2024,7,July,Monday,1
2024-09-27,2024,9,September,Friday,23
2024-08-21,2024,8,August,Wednesday,13
2024-06-18,2024,6,June,Tuesday,9
2024-07-09,2024,7,July,Tuesday,7
2024-04-15,2024,4,April,Monday,13
2024-03-14,2024,3,March,Thursday,13
2024-03-04,2024,3,March,Monday,10
2024-06-16,2024,6,June,Sunday,17
2024-04-15,2024,4,April,Monday,16
2024-02-13,2024,2,February,Tuesday,21
2024-05-08,2024,5,May,Wednesday,11
2024-09-26,2024,9,September,Thursday,13
2024-12-19,2024,12,December,Thursday,11
2024-01-22,2024,1,January,Monday,9
2024-02-14,2024,2,February,Wednesday,14
2024-01-27,2024,1,January,Saturday,15
2024-07-17,2024,7,July,Wednesday,9
2024-04-22,2024,4,April,Monday,7
2024-11-17,2024,11,November,Sunday,22
2024-12-28,2024,12,December,Saturday,7
2024-03-09,2024,3,March,Saturday,8
2024-02-25,2024,2,February,Sunday,22
2024-06-26,2024,6,June,Wednesday,8
2024-11-24,2024,11,November,Sunday,12
2024-09-25,2024,9,September,Wednesday,6
2024-06-23,2024,6,June,Sunday,15
2024-08-07,2024,8,August,Wednesday,21
2024-12-06,2024,12,December,Friday,2
2024-04-17,2024,4,April,Wednesday,23
2024-05-06,2024,5,May,Monday,5
2024-04-12,2024,4,April,Friday,5
2024-11-19,2024,11,November,Tuesday,12
2024-07-22,2024,7,July,Monday,12
2024-08-14,2024,8,August,Wednesday,18
2024-12-09,2024,12,December,Monday,9
2024-07-07,2024,7,July,Sunday,21
2024-03-10,2024,3,March,Sunday,0
2024-02-04,2024,2,February,Sunday,5
2024-01-09,2024,1,January,Tuesday,7
2024-10-28,2024,10,October,Monday,14
2024-11-01,2024,11,November,Friday,0
2024-12-04,2024,12,December,Wednesday,1
2024-03-10,2024,3,March,Sunday,21
2024-12-17,2024,12,December,Tuesday,1
2024-08-27,2024,8,August,Tuesday,0
2024-05-11,2024,5,May,Saturday,14
2024-10-20,2024,10,October,Sunday,23
2024-02-04,2024,2,February,Sunday,19
2024-12-29,2024,12,December,Sunday,6
2024-01-08,2024,1,January,Monday,21
2024-04-13,2024,4,April,Saturday,11
2024-12-24,2024,12,December,Tuesday,23
2024-11-15,2024,11,November,Friday,16
2024-10-13,2024,10,October,Sunday,20
2024-08-12,2024,8,August,Monday,17
2024-06-23,2024,6,June,Sunday,16
2024-09-22,2024,9,September,Sunday,19
2024-09-23,2024,9,September,Monday,13
2024-10-05,2024,10,October,Saturday,12
2024-09-29,2024,9,September,Sunday,0
2024-12-25,2024,12,December,Wednesday,2
2024-06-25,2024,6,June,Tuesday,13
2024-03-11,2024,3,March,Monday,10
2024-11-22,2024,11,November,Friday,4
2024-03-15,2024,3,March,Friday,16
2024-07-12,2024,7,July,Friday,21
2024-01-13,2024,1,January,Saturday,7
2024-02-19,2024,2,February,Monday,20
2024-02-18,2024,2,February,Sunday,18
2024-05-02,2024,5,May,Thursday,3
2024-07-13,2024,7,July,Saturday,13
2024-07-06,2024,7,July,Saturday,2
2024-10-05,2024,10,October,Saturday,15
2024-07-12,2024,7,July,Friday,5
2024-07-14,2024,7,July,Sunday,15
2024-08-25,2024,8,August,Sunday,6
2024-08-05,2024,8,August,Monday,15
2024-05-10,2024,5,May,Friday,16
2024-03-25,2024,3,March,Monday,10
2024-07-01,2024,7,July,Monday,23
2024-04-26,2024,4,April,Friday,4
2024-03-27,2024,3,March,Wednesday,13
2024-05-24,2024,5,May,Friday,10
2024-11-01,2024,11,November,Friday,21
2024-09-24,2024,9,September,Tuesday,14
2024-06-12,2024,6,June,Wednesday,0
2024-06-10,2024,6,June,Monday,4
2024-08-28,2024,8,August,Wednesday,20
2024-04-16,2024,4,April,Tuesday,17
2024-01-30,2024,1,January,Tuesday,10
2024-09-13,2024,9,September,Friday,23
2024-02-05,2024,2,February,Monday,16
2024-11-08,2024,11,November,Friday,18
2024-01-16,2024,1,January,Tuesday,3
2024-05-22,2024,5,May,Wednesday,7
2024-08-20,2024,8,August,Tuesday,2
2024-05-06,2024,5,May,Monday,11
2024-03-01,2024,3,March,Friday,6
2024-06-20,2024,6,June,Thursday,13
2024-06-13,2024,6,June,Thursday,13
2024-12-29,2024,12,December,Sunday,3
2024-04-15,2024,4,April,Monday,9
2024-09-17,2024,9,September,Tuesday,16
2024-05-11,2024,5,May,Saturday,2
2024-07-22,2024,7,July,Monday,17
2024-07-27,2024,7,July,Saturday,16
2024-02-06,2024,2,February,Tuesday,14
2024-01-28,2024,1,January,Sunday,10
2024-12-21,2024,12,December,Saturday,3
2024-12-25,2024,12,December,Wednesday,22
2024-02-28,2024,2,February,Wednesday,14
2024-04-24,2024,4,April,Wednesday,13
2024-03-09,2024,3,March,Saturday,14
2024-03-21,2024,3,March,Thursday,22
2024-10-27,2024,10,October,Sunday,16
2024-03-29,2024,3,March,Friday,16
2024-09-09,2024,9,September,Monday,15
2024-03-17,2024,3,March,Sunday,15
2024-01-21,2024,1,January,Sunday,18
2024-05-19,2024,5,May,Sunday,1
2024-01-10,2024,1,January,Wednesday,11
2024-05-17,2024,5,May,Friday,0
2024-01-25,2024,1,January,Thursday,12
2024-02-28,2024,2,February,Wednesday,5
2024-05-16,2024,5,May,Thursday,22
2024-10-21,2024,10,October,Monday,22
2024-01-21,2024,1,January,Sunday,19
2024-04-05,2024,4,April,Friday,15
2024-09-15,2024,9,September,Sunday,0
2024-05-22,2024,5,May,Wednesday,5
2024-07-15,2024,7,July,Monday,13
2024-03-24,2024,3,March,Sunday,5
2024-10-15,2024,10,October,Tuesday,10
2024-04-19,2024,4,April,Friday,10
2024-03-04,2024,3,March,Monday,19
2024-05-11,2024,5,May,Saturday,17
2024-08-28,2024,8,August,Wednesday,17
2024-10-29,2024,10,October,Tuesday,8
2024-09-30,2024,9,September,Monday,17
2024-03-19,2024,3,March,Tuesday,4
2024-07-27,2024,7,July,Saturday,15
2024-12-20,2024,12,December,Friday,21
2024-06-25,2024,6,June,Tuesday,4
2024-04-30,2024,4,April,Tuesday,11
2024-01-16,2024,1,January,Tuesday,15
2024-07-17,2024,7,July,Wednesday,20
2024-01-06,2024,1,January,Saturday,17
2024-08-24,2024,8,August,Saturday,14
2024-11-23,2024,11,November,Saturday,22
2024-06-19,2024,6,June,Wednesday,14
2024-07-20,2024,7,July,Saturday,14
2024-09-13,2024,9,September,Friday,3
2024-11-19,2024,11,November,Tuesday,22
2024-10-24,2024,10,October,Thursday,19
2024-08-30,2024,8,August,Friday,3
2024-04-03,2024,4,April,Wednesday,17
2024-09-17,2024,9,September,Tuesday,20
2024-11-03,2024,11,November,Sunday,5
2024-06-02,2024,6,June,Sunday,17
2024-01-18,2024,1,January,Thursday,16
2024-08-03,2024,8,August,Saturday,17
2024-10-07,2024,10,October,Monday,15
2024-08-15,2024,8,August,Thursday,16
2024-01-02,2024,1,January,Tuesday,9
2024-06-30,2024,6,June,Sunday,21
2024-07-04,2024,7,July,Thursday,16
2024-07-18,2024,7,July,Thursday,2
2024-08-12,2024,8,August,Monday,23
2024-11-13,2024,11,November,Wednesday,2
2024-04-04,2024,4,April,Thursday,10
2024-01-29,2024,1,January,Monday,14
2024-10-26,2024,10,October,Saturday,19
2024-09-25,2024,9,September,Wednesday,17
2024-08-31,2024,8,August,Saturday,6
2024-01-29,2024,1,January,Monday,23
2024-01-14,2024,1,January,Sunday,2
2024-06-25,2024,6,June,Tuesday,10
2024-08-14,2024,8,August,Wednesday,11
2024-02-16,2024,2,February,Friday,21
2024-11-13,2024,11,November,Wednesday,13
2024-09-27,2024,9,September,Friday,13
2024-09-21,2024,9,September,Saturday,4
2024-07-09,2024,7,July,Tuesday,12
2024-11-23,2024,11,November,Saturday,16
2024-06-24,2024,6,June,Monday,17
2024-01-09,2024,1,January,Tuesday,10
2024-11-27,2024,11,November,Wednesday,10
2024-06-03,2024,6,June,Monday,1
2024-11-28,2024,11,November,Thursday,18
2024-03-25,2024,3,March,Monday,11
2024-10-29,2024,10,October,Tuesday,18
2024-10-26,2024,10,October,Saturday,11
2024-04-28,2024,4,April,Sunday,23
2024-02-12,2024,2,February,Monday,9
2024-04-04,2024,4,April,Thursday,15
2024-11-01,2024,11,November,Friday,10
2024-05-24,2024,5,May,Friday,4
2024-11-17,2024,11,November,Sunday,13
2024-11-27,2024,11,November,Wednesday,19
2024-12-05,2024,12,December,Thursday,6
2024-05-04,2024,5,May,Saturday,5
2024-09-16,2024,9,September,Monday,18
2024-05-30,2024,5,May,Thursday,21
2024-11-22,2024,11,November,Friday,18
2024-03-04,2024,3,March,Monday,7
2024-12-20,2024,12,December,Friday,22
2024-02-18,2024,2,February,Sunday,13
2024-09-13,2024,9,September,Friday,15
2024-02-23,2024,2,February,Friday,23
2024-10-24,2024,10,October,Thursday,18
2024-10-12,2024,10,October,Saturday,5
2024-05-23,2024,5,May,Thursday,7
2024-12-06,2024,12,December,Friday,14
2024-06-16,2024,6,June,Sunday,23
2024-06-16,2024,6,June,Sunday,9
2024-07-07,2024,7,July,Sunday,10
2024-05-03,2024,5,May,Friday,17
2024-08-15,2024,8,August,Thursday,5
2024-05-01,2024,5,May,Wednesday,4
2024-02-16,2024,2,February,Friday,22
2024-04-28,2024,4,April,Sunday,4
2024-08-17,2024,8,August,Saturday,4
2024-02-26,2024,2,February,Monday,8
2024-12-15,2024,12,December,Sunday,22
2024-08-25,2024,8,August,Sunday,19
2024-05-07,2024,5,May,Tuesday,3
2024-12-25,2024,12,December,Wednesday,18
2024-08-28,2024,8,August,Wednesday,9
2024-07-25,2024,7,July,Thursday,3
2024-04-23,2024,4,April,Tuesday,3
2024-06-11,2024,6,June,Tuesday,10
2024-02-08,2024,2,February,Thursday,4
2024-11-01,2024,11,November,Friday,12
2024-09-10,2024,9,September,Tuesday,10
2024-01-05,2024,1,January,Friday,15
2024-11-30,2024,11,November,Saturday,3
2024-09-11,2024,9,September,Wednesday,19
2024-11-23,2024,11,November,Saturday,10
2024-11-07,2024,11,November,Thursday,17
2024-01-10,2024,1,January,Wednesday,22
2024-03-19,2024,3,March,Tuesday,18
2024-11-06,2024,11,November,Wednesday,22
